FullName,PhotoUrl,ShootingTotal,PassingTotal,PaceTotal,DefendingTotal,DribblingTotal,PhysicalityTotal,BestPosition
Noah Ohio,https://cdn.sofifa.com/players/260/264/22_60.png,61,44,85,25,58,59,ST
Morgan Faßbender,https://cdn.sofifa.com/players/263/081/22_60.png,54,52,83,23,60,63,RM
Sultan Al Manthari,https://cdn.sofifa.com/players/263/337/22_60.png,58,54,66,31,60,63,GK
Fernando Ovelar,https://cdn.sofifa.com/players/262/057/22_60.png,58,53,72,48,64,51,RW
Sondre Liseth,https://cdn.sofifa.com/players/246/954/22_60.png,57,55,66,30,61,65,ST
Telmo Arcanjo,https://cdn.sofifa.com/players/257/194/22_60.png,51,60,69,38,64,51,CAM
Luuk Wouters,https://cdn.sofifa.com/players/257/962/22_60.png,36,46,62,62,50,63,CB
Alex De John,https://cdn.sofifa.com/players/228/267/22_60.png,27,39,38,58,38,71,CB
James Delianov,https://cdn.sofifa.com/players/239/019/22_60.png,59,58,62,27,62,59,GK
Zahid Muñoz,https://cdn.sofifa.com/players/257/707/22_60.png,57,62,56,50,60,58,CAM
Dejan Radonjic,https://cdn.sofifa.com/players/258/988/22_60.png,61,40,50,26,50,71,ST
Kjetil Haug,https://cdn.sofifa.com/players/224/322/22_60.png,61,64,61,46,62,59,GK
Stavros Gavriel,https://cdn.sofifa.com/players/262/573/22_60.png,56,56,62,29,62,46,CAM
Christian Kouakou,https://cdn.sofifa.com/players/202/925/22_60.png,60,43,75,23,61,61,ST
George Williams,https://cdn.sofifa.com/players/208/813/22_60.png,60,59,76,31,66,60,CAM
Jordan Gibson,https://cdn.sofifa.com/players/240/813/22_60.png,58,53,78,36,64,52,RW
Subhasish Bose,https://cdn.sofifa.com/players/245/165/22_60.png,28,41,70,57,54,77,CB
Mihai Neicuțescu,https://cdn.sofifa.com/players/251/054/22_60.png,56,54,76,25,62,60,LM
Tim Civeja,https://cdn.sofifa.com/players/260/014/22_60.png,45,60,59,49,63,59,CM
Abelmy Meto Silu,https://cdn.sofifa.com/players/262/062/22_60.png,48,57,68,60,63,57,CDM
Danilo Orsi,https://cdn.sofifa.com/players/262/831/22_60.png,59,47,73,24,60,62,ST
Kengo Nagai,https://cdn.sofifa.com/players/260/527/22_60.png,59,53,66,43,61,57,GK
Jack Armer,https://cdn.sofifa.com/players/251/312/22_60.png,24,48,69,56,56,64,LB
Bogdan Racovițan,https://cdn.sofifa.com/players/261/040/22_60.png,32,37,65,60,42,68,CB
Adam Örn Arnarson,https://cdn.sofifa.com/players/224/936/22_60.png,48,52,64,56,57,72,RWB
Ross Stewart,https://cdn.sofifa.com/players/212/392/22_60.png,60,61,62,44,63,60,GK
Will Goodwin,https://cdn.sofifa.com/players/264/104/22_60.png,59,44,67,28,58,73,ST
Beau Reus,https://cdn.sofifa.com/players/258/983/22_60.png,62,59,62,27,59,63,GK
Emin Nouri,https://cdn.sofifa.com/players/176/839/22_60.png,43,52,60,58,57,70,CB
Joe Murphy,https://cdn.sofifa.com/players/052/679/22_60.png,60,59,61,37,62,61,GK
George Timotheou,https://cdn.sofifa.com/players/226/504/22_60.png,32,44,54,59,44,72,CB
Ahmed Ba Masoud,https://cdn.sofifa.com/players/240/328/22_60.png,49,52,77,54,59,60,LB
Lluís Recasens Vives,https://cdn.sofifa.com/players/264/096/22_60.png,28,50,61,62,54,63,CB
Joël Geissmann,https://cdn.sofifa.com/players/234/912/22_60.png,57,60,63,57,61,64,CAM
Jinghang Hu,https://cdn.sofifa.com/players/241/312/22_60.png,58,51,73,29,59,68,ST
Fabiano Parisi,https://cdn.sofifa.com/players/258/976/22_60.png,60,55,64,55,62,55,LWB
Apostolos Tsilingiris,https://cdn.sofifa.com/players/262/561/22_60.png,58,62,60,24,60,61,GK
Tyrese Francois,https://cdn.sofifa.com/players/241/825/22_60.png,44,58,68,56,66,51,CAM
Alex Kenyon,https://cdn.sofifa.com/players/216/226/22_60.png,46,54,59,57,59,75,CDM
Martin Samuelsen,https://cdn.sofifa.com/players/221/346/22_60.png,59,58,71,30,69,50,CAM
Khalifa Al Dawsari,https://cdn.sofifa.com/players/248/482/22_60.png,33,45,74,59,52,73,CB
Fidel Ambríz,https://cdn.sofifa.com/players/255/394/22_60.png,49,56,58,56,60,55,CM
Dion Conroy,https://cdn.sofifa.com/players/213/667/22_60.png,27,47,54,59,56,70,CB
Furkan Zorba,https://cdn.sofifa.com/players/235/939/22_60.png,31,44,66,60,53,69,CB
Gürkan Başkan,https://cdn.sofifa.com/players/256/931/22_60.png,28,36,55,64,39,61,CB
Elliott Hewitt,https://cdn.sofifa.com/players/203/428/22_60.png,50,56,72,59,59,70,RWB
Jonny Maxted,https://cdn.sofifa.com/players/206/500/22_60.png,60,60,61,45,64,58,GK
Rémy Vita,https://cdn.sofifa.com/players/258/468/22_60.png,41,46,71,57,64,50,LWB
Hélton Fernando Carvalhal Lima,https://cdn.sofifa.com/players/236/197/22_60.png,68,36,36,30,45,61,ST
Alex Perry,https://cdn.sofifa.com/players/239/013/22_60.png,48,53,66,58,56,66,CDM
Ged Garner,https://cdn.sofifa.com/players/239/783/22_60.png,60,46,70,22,61,58,ST
Soo Bin Lee,https://cdn.sofifa.com/players/248/487/22_60.png,48,58,57,54,66,56,CM
Carlos Ramos,https://cdn.sofifa.com/players/253/607/22_60.png,37,52,64,59,52,58,CDM
Masakazu Yoshioka,https://cdn.sofifa.com/players/242/609/22_60.png,57,54,69,30,65,42,LW
Lucian Dumitriu,https://cdn.sofifa.com/players/247/985/22_60.png,58,62,76,50,60,64,CAM
Tyrone Tormin,https://cdn.sofifa.com/players/250/801/22_60.png,55,53,80,27,64,56,RM
Sean Sabetkar,https://cdn.sofifa.com/players/261/452/22_60.png,27,43,59,61,41,67,CB
Juan Jose Tello,https://cdn.sofifa.com/players/264/524/22_60.png,48,54,75,56,55,59,LB
Franco Agustín Romero,https://cdn.sofifa.com/players/263/500/22_60.png,50,58,63,56,63,59,CM
Matis Carvalho,https://cdn.sofifa.com/players/246/603/22_60.png,61,59,62,38,63,59,GK
Yuta Taki,https://cdn.sofifa.com/players/245/067/22_60.png,55,56,73,46,66,39,CAM
David Bumberger,https://cdn.sofifa.com/players/244/811/22_60.png,27,42,63,61,46,66,CB
Tobias Carlsson,https://cdn.sofifa.com/players/254/282/22_60.png,26,38,55,61,42,65,CB
Laureano Martinez,https://cdn.sofifa.com/players/263/498/22_60.png,62,59,63,24,64,61,GK
Brandon Pierrick,https://cdn.sofifa.com/players/255/305/22_60.png,56,54,78,24,62,61,RM
Aron van Lare,https://cdn.sofifa.com/players/264/265/22_60.png,62,66,64,25,63,62,GK
Feiya Chang,https://cdn.sofifa.com/players/222/279/22_60.png,55,55,74,37,60,52,RM
James Belshaw,https://cdn.sofifa.com/players/257/862/22_60.png,61,62,62,28,61,61,GK
Andrés Ávila,https://cdn.sofifa.com/players/239/942/22_60.png,46,58,69,53,61,51,RM
Marcel Zylla,https://cdn.sofifa.com/players/250/949/22_60.png,51,55,74,38,65,62,CAM
Earl Edwards Jr.,https://cdn.sofifa.com/players/227/653/22_60.png,64,60,58,42,57,65,GK
Iliman Ndiaye,https://cdn.sofifa.com/players/261/188/22_60.png,56,58,71,28,65,51,CAM
José Ramírez,https://cdn.sofifa.com/players/260/420/22_60.png,65,45,59,21,58,49,ST
Johan Lara,https://cdn.sofifa.com/players/255/812/22_60.png,59,60,61,33,60,62,GK
Maximilian Franzke,https://cdn.sofifa.com/players/250/948/22_60.png,51,56,76,27,65,58,RM
Alessandro Kräuchi,https://cdn.sofifa.com/players/239/428/22_60.png,43,57,68,56,62,50,RB
Joon Ho Hong,https://cdn.sofifa.com/players/233/284/22_60.png,42,46,61,59,56,70,CB
Lee Angol,https://cdn.sofifa.com/players/210/244/22_60.png,60,55,81,30,61,68,ST
Henning Matriciani,https://cdn.sofifa.com/players/262/212/22_60.png,33,48,61,62,53,61,CB
Jairo Jiménez,https://cdn.sofifa.com/players/259/907/22_60.png,30,40,58,60,46,64,CB
Owura Edwards,https://cdn.sofifa.com/players/258/627/22_60.png,51,52,84,27,66,50,RM
Pyry Soiri,https://cdn.sofifa.com/players/241/475/22_60.png,60,54,77,42,62,57,LW
Charlie Kelman,https://cdn.sofifa.com/players/246/604/22_60.png,61,45,82,26,63,60,ST
Mazyad Al Anazi,https://cdn.sofifa.com/players/235/597/22_60.png,58,56,61,24,62,63,GK
Deymar Céspedes,https://cdn.sofifa.com/players/261/554/22_60.png,56,60,67,58,60,60,LM
Edyairth Ortega,https://cdn.sofifa.com/players/243/021/22_60.png,46,61,75,55,62,43,CAM
Callan Elliot,https://cdn.sofifa.com/players/246/195/22_60.png,49,56,72,54,62,60,RM
Luis Colmenarez,https://cdn.sofifa.com/players/253/875/22_60.png,36,49,75,53,56,52,RB
Alex Scott,https://cdn.sofifa.com/players/261/299/22_60.png,44,62,72,41,68,53,RM
Edgar Olivares,https://cdn.sofifa.com/players/261/555/22_60.png,47,54,70,60,59,55,LB
Pablo Galindo,https://cdn.sofifa.com/players/264/531/22_60.png,57,57,70,56,60,59,LB
Nuno Miguel Reis Lima,https://cdn.sofifa.com/players/258/642/22_60.png,31,39,62,62,41,61,CB
Henrik Bellman,https://cdn.sofifa.com/players/244/818/22_60.png,48,56,74,39,64,60,RM
Gaizka Campos Bahillo,https://cdn.sofifa.com/players/240/722/22_60.png,60,65,63,41,65,57,GK
Moonga Simba,https://cdn.sofifa.com/players/262/226/22_60.png,56,54,75,33,66,64,LM
Tomoaki Okubo,https://cdn.sofifa.com/players/260/433/22_60.png,56,56,66,33,69,46,CAM
Franklin Carabalí,https://cdn.sofifa.com/players/260/177/22_60.png,33,50,67,60,53,67,CB
Doğukan Özkan,https://cdn.sofifa.com/players/259/153/22_60.png,68,65,62,55,60,62,GK
Davy Rouyard,https://cdn.sofifa.com/players/252/241/22_60.png,60,60,62,28,63,57,GK
Kevin Isa,https://cdn.sofifa.com/players/248/145/22_60.png,60,50,68,23,63,54,ST
Richie Musaba,https://cdn.sofifa.com/players/246/353/22_60.png,57,54,71,34,63,62,CAM
Tobias Lauritsen,https://cdn.sofifa.com/players/230/737/22_60.png,59,47,66,40,58,68,ST
Sander Erik Kartum,https://cdn.sofifa.com/players/261/456/22_60.png,51,56,59,52,62,65,CM
Anders Jenssen,https://cdn.sofifa.com/players/247/376/22_60.png,28,44,61,61,40,69,CB
Luis Coordes,https://cdn.sofifa.com/players/244/048/22_60.png,49,52,81,24,66,47,RM
Magnus Andersen,https://cdn.sofifa.com/players/166/736/22_60.png,58,59,64,45,59,63,RM
Joon Kang Park,https://cdn.sofifa.com/players/212/816/22_60.png,28,48,59,59,63,51,LB
George Ratcliffe,https://cdn.sofifa.com/players/263/760/22_60.png,60,58,63,34,61,63,GK
Oliver Ekroth,https://cdn.sofifa.com/players/259/919/22_60.png,22,45,57,60,43,69,CB
Sergio Carrasco González,https://cdn.sofifa.com/players/257/871/22_60.png,55,66,58,48,65,43,CAM
Esli García,https://cdn.sofifa.com/players/253/774/22_60.png,57,62,64,35,63,41,CAM
Davis Keillor-Dunn,https://cdn.sofifa.com/players/236/487/22_60.png,58,58,74,29,64,59,RM
Moritz Römling,https://cdn.sofifa.com/players/247/237/22_60.png,35,49,77,54,63,68,LB
Yinong Tian,https://cdn.sofifa.com/players/241/349/22_60.png,31,55,76,58,62,75,CDM
Jeff Mensah,https://cdn.sofifa.com/players/215/685/22_60.png,55,58,75,53,62,63,LW
Robinson Flores,https://cdn.sofifa.com/players/253/828/22_60.png,56,58,71,56,63,71,CAM
Stephen Mallon,https://cdn.sofifa.com/players/240/772/22_60.png,55,56,69,46,62,54,LM
Brian Murphy,https://cdn.sofifa.com/players/140/420/22_60.png,62,55,61,33,58,62,GK
Daniel dos Santos Penha,https://cdn.sofifa.com/players/264/324/22_60.png,47,62,67,33,66,52,CAM
David Santisteban García,https://cdn.sofifa.com/players/261/251/22_60.png,61,47,71,20,65,49,ST
Sam Perry,https://cdn.sofifa.com/players/254/851/22_60.png,52,58,65,57,61,67,CM
Rio Adebisi,https://cdn.sofifa.com/players/252/547/22_60.png,34,52,75,55,59,59,LB
Zak Dearnley,https://cdn.sofifa.com/players/237/699/22_60.png,59,56,76,34,63,54,RM
Garry Buckley,https://cdn.sofifa.com/players/208/771/22_60.png,58,61,49,60,60,71,CM
Oliver Issa Schmitt,https://cdn.sofifa.com/players/262/787/22_60.png,53,56,82,32,63,51,RM
Ignacio Neira,https://cdn.sofifa.com/players/259/970/22_60.png,54,57,63,43,63,51,CAM
Siad Haji,https://cdn.sofifa.com/players/247/426/22_60.png,49,57,70,35,69,48,CAM
Serdar Saatçı,https://cdn.sofifa.com/players/264/066/22_60.png,29,38,62,62,44,67,CB
Mateo Leš,https://cdn.sofifa.com/players/258/945/22_60.png,36,48,62,61,52,61,CB
Jordan Davies,https://cdn.sofifa.com/players/237/185/22_60.png,58,61,73,54,63,60,CAM
Matthew Garbett,https://cdn.sofifa.com/players/255/360/22_60.png,58,54,73,37,66,57,CAM
Harrison Holgate,https://cdn.sofifa.com/players/251/264/22_60.png,24,39,65,60,47,68,CB
Luciano Gondou,https://cdn.sofifa.com/players/263/296/22_60.png,61,46,53,25,57,60,ST
Johel Semidey,https://cdn.sofifa.com/players/260/735/22_60.png,64,57,61,26,64,62,GK
Boris Popovic,https://cdn.sofifa.com/players/258/687/22_60.png,32,42,63,62,46,60,CB
Carl Björk,https://cdn.sofifa.com/players/246/399/22_60.png,59,52,70,27,60,62,ST
Ben Coker,https://cdn.sofifa.com/players/200/319/22_60.png,41,55,64,57,58,64,LB
Remi Savage,https://cdn.sofifa.com/players/263/551/22_60.png,31,51,65,62,50,61,CB
Rocco Ascone,https://cdn.sofifa.com/players/260/990/22_60.png,47,60,66,50,66,50,CAM
Mark Oxley,https://cdn.sofifa.com/players/186/494/22_60.png,61,62,60,29,60,60,GK
Emil Kornvig,https://cdn.sofifa.com/players/254/084/22_60.png,56,59,69,57,62,63,CAM
Mario García,https://cdn.sofifa.com/players/261/765/22_60.png,49,59,68,51,63,61,CAM
Răzvan Horj,https://cdn.sofifa.com/players/248/445/22_60.png,29,45,59,60,46,69,CB
Oliver Strunz,https://cdn.sofifa.com/players/263/046/22_60.png,61,41,67,29,56,72,ST
Farhan Al Azmi,https://cdn.sofifa.com/players/262/287/22_60.png,42,52,78,56,58,60,LB
Oliver Daedlow,https://cdn.sofifa.com/players/255/374/22_60.png,43,54,66,57,60,68,RWB
Yasser Larouci,https://cdn.sofifa.com/players/252/302/22_60.png,47,52,75,56,63,57,LB
Teodoro Paredes,https://cdn.sofifa.com/players/235/918/22_60.png,36,46,45,61,59,63,CB
Stefan Nigro,https://cdn.sofifa.com/players/231/310/22_60.png,37,56,71,55,62,60,RB
Dylan Fage,https://cdn.sofifa.com/players/252/301/22_60.png,50,55,78,54,61,60,RWB
Jong Gyu Yoon,https://cdn.sofifa.com/players/237/965/22_60.png,38,55,74,56,58,59,RB
Kamil Pajnowski,https://cdn.sofifa.com/players/229/005/22_60.png,27,40,60,59,43,71,CB
Linus Gechter,https://cdn.sofifa.com/players/264/589/22_60.png,33,38,61,64,38,64,CB
Moses Ebiye,https://cdn.sofifa.com/players/240/524/22_60.png,57,52,82,35,61,68,ST
Vicente Poggi,https://cdn.sofifa.com/players/262/284/22_60.png,42,50,68,60,60,64,CDM
Mamady Diambou,https://cdn.sofifa.com/players/260/235/22_60.png,52,54,73,56,65,63,CDM
Osama Malik,https://cdn.sofifa.com/players/192/651/22_60.png,37,56,67,58,57,70,CB
Agustín Rodríguez,https://cdn.sofifa.com/players/262/283/22_60.png,43,60,68,40,66,45,CAM
Erhan Mašović,https://cdn.sofifa.com/players/238/473/22_60.png,30,46,54,61,53,64,CB
Lukas Prokop,https://cdn.sofifa.com/players/262/793/22_60.png,38,52,71,55,60,59,LWB
Yannik Möker,https://cdn.sofifa.com/players/258/184/22_60.png,52,55,74,58,60,66,RM
Sebastian Bonecki,https://cdn.sofifa.com/players/219/272/22_60.png,53,56,62,61,60,69,CDM
Filip Modelski,https://cdn.sofifa.com/players/205/704/22_60.png,32,52,71,57,53,64,RWB
Simon Thomas,https://cdn.sofifa.com/players/201/864/22_60.png,61,57,60,40,61,61,GK
Masato Yuzawa,https://cdn.sofifa.com/players/232/583/22_60.png,26,39,70,60,56,66,RB
Frazer Blake-Tracy,https://cdn.sofifa.com/players/250/758/22_60.png,31,51,63,57,59,56,LB
Jake Eastwood,https://cdn.sofifa.com/players/231/046/22_60.png,60,59,62,37,61,59,GK
Gareth Evans,https://cdn.sofifa.com/players/152/454/22_60.png,59,58,63,56,61,73,LM
Hayden White,https://cdn.sofifa.com/players/213/894/22_60.png,42,50,81,56,57,67,RB
Petko Hristov,https://cdn.sofifa.com/players/239/998/22_60.png,31,36,47,63,38,66,CB
Enes Küc,https://cdn.sofifa.com/players/244/093/22_60.png,54,57,72,37,65,59,RM
David Tutonda,https://cdn.sofifa.com/players/223/941/22_60.png,43,49,79,55,62,64,LB
Robin Friedrich,https://cdn.sofifa.com/players/263/355/22_60.png,63,47,67,21,59,39,ST
Widen Rojas,https://cdn.sofifa.com/players/253/627/22_60.png,60,62,61,23,61,60,GK
Marco Huamán,https://cdn.sofifa.com/players/261/563/22_60.png,57,59,64,49,63,54,RM
Dominic Volkmer,https://cdn.sofifa.com/players/238/780/22_60.png,35,46,53,59,43,72,CB
Andrés Arroyo,https://cdn.sofifa.com/players/247/740/22_60.png,52,55,73,26,68,40,RM
Leonardo Claros,https://cdn.sofifa.com/players/254/396/22_60.png,59,56,60,52,60,61,GK
Kellan Gordon,https://cdn.sofifa.com/players/231/615/22_60.png,51,54,81,55,59,65,RM
Marco Kadlec,https://cdn.sofifa.com/players/244/671/22_60.png,50,59,57,33,66,55,CAM
Kwang Sun Kwak,https://cdn.sofifa.com/players/191/679/22_60.png,54,54,40,59,55,72,CB
José Manuel Urbina Parrado,https://cdn.sofifa.com/players/258/751/22_60.png,36,49,72,58,55,53,LB
César Valero Álvarez,https://cdn.sofifa.com/players/264/128/22_60.png,46,60,61,60,59,55,CDM
Gillian Jurcher,https://cdn.sofifa.com/players/259/264/22_60.png,58,39,81,18,66,57,ST
James Daly,https://cdn.sofifa.com/players/244/929/22_60.png,60,44,76,26,62,50,ST
Issa Soumaré,https://cdn.sofifa.com/players/253/121/22_60.png,61,50,81,16,63,45,RW
Łukasz Budziłek,https://cdn.sofifa.com/players/192/961/22_60.png,64,63,60,38,60,62,GK
Çekdar Orhan,https://cdn.sofifa.com/players/264/642/22_60.png,51,59,69,36,72,47,RM
Charlie Owens,https://cdn.sofifa.com/players/237/506/22_60.png,50,61,64,52,64,61,CAM
Hussain Al Qahtani,https://cdn.sofifa.com/players/239/042/22_60.png,56,61,63,52,63,65,CAM
Johan Bocanegra,https://cdn.sofifa.com/players/242/370/22_60.png,48,55,72,28,68,53,LM
Ely Valderrey,https://cdn.sofifa.com/players/252/098/22_60.png,44,57,61,53,56,67,CM
Leandro Fernandes da Cunha,https://cdn.sofifa.com/players/253/123/22_60.png,52,61,70,50,67,60,CAM
Nicolás Rojas,https://cdn.sofifa.com/players/261/571/22_60.png,50,50,71,56,58,58,RB
Iván Serrano García,https://cdn.sofifa.com/players/264/132/22_60.png,35,49,81,55,57,67,LB
Hee Kyun Lee,https://cdn.sofifa.com/players/247/748/22_60.png,57,61,66,53,64,58,RM
William Pacho,https://cdn.sofifa.com/players/256/196/22_60.png,32,47,60,61,52,65,CB
Pedro Díaz,https://cdn.sofifa.com/players/259/780/22_60.png,63,61,60,24,60,60,GK
Tom Beadling,https://cdn.sofifa.com/players/225/467/22_60.png,54,57,63,60,59,69,CDM
Daniel Șerbănică,https://cdn.sofifa.com/players/257/722/22_60.png,36,51,65,59,44,66,LB
Justin Steinkötter,https://cdn.sofifa.com/players/241/277/22_60.png,60,47,74,27,59,60,ST
Jay Matete,https://cdn.sofifa.com/players/256/442/22_60.png,50,56,70,58,64,53,CAM
Kyle Letheren,https://cdn.sofifa.com/players/170/877/22_60.png,60,60,61,32,60,59,GK
Ali Coote,https://cdn.sofifa.com/players/226/429/22_60.png,59,56,74,39,65,42,CAM
Salim Ben Seghir,https://cdn.sofifa.com/players/263/604/22_60.png,63,55,70,28,68,36,RW
Abduwal Ablet,https://cdn.sofifa.com/players/225/716/22_60.png,56,59,67,53,60,63,LWB
Bum Young Lee,https://cdn.sofifa.com/players/191/924/22_60.png,60,59,61,39,62,58,GK
Andrés Alexis Castillo,https://cdn.sofifa.com/players/264/629/22_60.png,63,57,65,43,59,56,ST
Viktor Ljung,https://cdn.sofifa.com/players/203/189/22_60.png,36,54,68,55,58,62,LB
Anton Skipper,https://cdn.sofifa.com/players/246/709/22_60.png,31,45,56,60,46,66,CB
Bruce Anderson,https://cdn.sofifa.com/players/245/174/22_60.png,62,45,72,19,63,46,ST
Dominic Revan,https://cdn.sofifa.com/players/246/454/22_60.png,27,39,72,60,45,65,CB
Njabulo Blom,https://cdn.sofifa.com/players/247/734/22_60.png,28,51,73,64,46,62,CDM
Murat Sağlam,https://cdn.sofifa.com/players/251/574/22_60.png,40,59,62,60,66,49,CAM
Denzel Hall,https://cdn.sofifa.com/players/251/830/22_60.png,44,42,81,58,58,64,RB
Kevin De La Hoz,https://cdn.sofifa.com/players/254/646/22_60.png,28,39,59,61,48,66,CB
Jaouen Hadjam,https://cdn.sofifa.com/players/258/230/22_60.png,47,51,76,56,63,70,LWB
Joackim Olsen Solberg,https://cdn.sofifa.com/players/227/767/22_60.png,51,66,44,59,53,75,CDM
Xiuwei Zhang,https://cdn.sofifa.com/players/241/335/22_60.png,54,57,78,61,62,65,CM
Sam Sanna,https://cdn.sofifa.com/players/252/599/22_60.png,52,61,60,61,66,48,CAM
Kyung Tae Lee,https://cdn.sofifa.com/players/259/255/22_60.png,58,54,63,26,61,60,GK
Aleksandar Kolev,https://cdn.sofifa.com/players/212/664/22_60.png,61,50,73,40,60,73,ST
Destan Bajselmani,https://cdn.sofifa.com/players/246/456/22_60.png,47,46,75,57,58,70,RWB
Min Jun Kim,https://cdn.sofifa.com/players/255/160/22_60.png,56,58,70,28,62,62,LM
Mizuki Hayashi,https://cdn.sofifa.com/players/232/633/22_60.png,57,62,64,33,62,60,GK
Indiana Vassilev,https://cdn.sofifa.com/players/254/905/22_60.png,60,53,73,32,63,51,LW
Younes Bnou-Marzouk,https://cdn.sofifa.com/players/222/394/22_60.png,62,44,63,24,63,56,ST
Lucian Goge,https://cdn.sofifa.com/players/262/467/22_60.png,44,51,61,59,56,68,LB
Florin Ilie,https://cdn.sofifa.com/players/257/819/22_60.png,35,43,64,62,40,68,CB
Gabriel Vargas,https://cdn.sofifa.com/players/261/483/22_60.png,48,59,64,23,60,49,LM
Javier Arape,https://cdn.sofifa.com/players/260/255/22_60.png,58,57,69,24,60,44,RM
Tyler Magloire,https://cdn.sofifa.com/players/239/221/22_60.png,27,38,89,59,48,70,CB
Pavle Vagić,https://cdn.sofifa.com/players/236/662/22_60.png,54,57,70,56,65,72,CAM
Yeferson Velasco,https://cdn.sofifa.com/players/253/814/22_60.png,58,61,53,58,57,66,CDM
Josh Davison,https://cdn.sofifa.com/players/254/838/22_60.png,61,42,65,19,59,60,ST
Eñaut Mendía Berasategi,https://cdn.sofifa.com/players/258/934/22_60.png,58,41,73,25,59,59,ST
Bojan Radulović,https://cdn.sofifa.com/players/243/831/22_60.png,59,47,61,27,63,65,ST
Soumaila Coulibaly,https://cdn.sofifa.com/players/261/495/22_60.png,36,48,62,59,57,61,CB
Sascha Härtel,https://cdn.sofifa.com/players/239/480/22_60.png,38,54,77,54,62,56,LB
Jordan van der Gaag,https://cdn.sofifa.com/players/244/600/22_60.png,52,63,67,40,65,52,CAM
Chie Edoojon Kawakami,https://cdn.sofifa.com/players/260/216/22_60.png,53,54,77,45,65,53,RM
Aaron Pressley,https://cdn.sofifa.com/players/260/728/22_60.png,60,43,70,23,58,68,ST
