ShootingTotal,PassingTotal,PaceTotal,DefendingTotal,DribblingTotal,PhysicalityTotal,BestPosition
60,63,63,26,61,58,GK
27,49,76,55,60,56,RB
60,51,69,43,59,70,ST
60,56,62,31,64,46,CAM
62,59,56,39,64,45,CAM
56,56,63,59,56,76,CB
52,63,50,39,59,59,CAM
46,60,56,45,61,55,RM
33,47,65,56,56,57,LB
56,61,65,51,67,50,GK
51,60,64,24,64,45,LW
59,55,62,25,66,59,GK
46,56,72,45,64,54,RM
31,45,66,59,54,59,RB
31,43,71,60,53,63,CB
58,56,62,32,61,59,GK
58,50,77,25,64,63,ST
35,51,72,57,51,54,LB
53,58,82,32,64,48,RM
59,49,73,21,65,45,ST
50,52,82,25,58,54,LM
35,51,59,60,48,59,CDM
23,32,64,60,41,66,CB
59,50,71,24,61,64,ST
25,40,63,59,43,66,CB
56,48,80,25,58,58,ST
48,47,73,53,55,73,RB
47,57,63,44,64,57,CAM
43,53,59,62,58,64,CB
44,52,60,60,60,60,CB
46,59,54,53,63,47,CM
23,39,62,61,42,59,CB
48,64,70,37,59,61,RM
57,55,59,44,61,59,GK
52,62,61,49,67,58,GK
56,60,66,44,64,68,CAM
62,42,53,29,56,66,ST
53,57,64,40,67,42,CAM
32,45,60,61,44,59,CB
57,56,75,51,64,64,LM
52,53,70,53,58,54,RWB
60,48,73,20,66,58,ST
60,53,66,25,63,57,ST
57,46,90,19,65,57,ST
36,50,67,58,58,59,RB
46,54,79,18,68,36,CAM
50,54,86,34,64,53,CAM
33,44,58,59,49,67,CB
54,59,66,40,66,45,RM
27,46,64,62,39,62,CB
51,50,85,26,65,44,RM
67,51,68,24,66,50,ST
39,43,55,58,43,69,CB
58,60,61,30,62,59,GK
26,49,75,55,53,68,LB
44,56,67,47,64,54,LM
49,59,71,47,61,58,CAM
58,53,78,24,62,47,CAM
55,42,73,24,60,61,ST
24,45,34,58,50,76,CB
51,59,57,58,58,71,CDM
36,49,72,56,56,66,RB
32,51,68,60,54,65,CB
30,46,58,58,39,65,CB
54,57,67,52,63,65,CAM
55,60,73,54,63,57,RM
59,51,92,28,60,56,ST
50,60,59,53,61,56,CM
59,52,65,28,68,43,CAM
62,49,54,20,56,62,ST
50,56,67,27,61,47,CAM
59,46,76,23,60,64,ST
48,52,69,55,59,65,CDM
38,55,58,57,56,59,CDM
34,48,72,57,56,67,LWB
49,63,69,44,65,43,CAM
61,56,60,22,60,57,GK
51,57,62,37,59,51,RM
63,45,54,22,62,45,ST
28,51,55,60,54,66,CB
59,55,69,54,59,61,RB
59,56,64,32,64,49,CAM
62,43,87,17,66,38,ST
46,59,62,52,56,65,CM
26,41,65,57,54,57,RB
62,53,62,31,66,51,CAM
47,58,68,55,61,65,RM
56,56,62,44,61,57,CAM
47,56,71,36,64,51,RM
57,56,57,44,63,60,GK
60,35,71,18,55,58,ST
39,47,79,51,57,60,LB
44,63,66,53,57,59,CM
55,53,65,49,61,60,CAM
62,40,67,32,54,64,ST
32,40,48,59,33,77,CB
39,52,70,55,60,67,LWB
61,59,62,28,62,58,GK
38,54,64,55,56,64,LWB
60,64,54,27,64,60,GK
59,51,74,27,62,48,CAM
43,61,65,53,62,57,CAM
53,57,67,49,65,52,CAM
53,57,77,37,64,46,CAM
38,59,65,60,59,50,CDM
37,54,65,56,58,68,LB
59,43,75,31,61,67,ST
59,61,66,44,67,57,GK
56,52,72,29,65,65,RM
59,55,60,42,62,58,GK
58,46,76,23,58,60,ST
41,53,66,55,57,68,CDM
32,45,67,57,59,62,LWB
62,45,55,21,59,57,ST
59,56,66,24,63,60,GK
59,47,69,31,60,60,ST
63,58,71,41,63,57,RM
51,56,83,32,63,59,RM
59,52,65,22,62,59,ST
25,40,63,62,42,57,CB
25,39,85,59,48,67,CB
43,54,57,60,52,60,CB
55,58,65,54,66,62,CAM
56,56,65,56,60,50,CAM
48,47,60,56,55,79,CB
52,58,67,33,65,55,CAM
38,47,73,59,42,60,LB
38,49,60,60,57,66,CB
60,58,60,27,59,59,GK
45,57,68,56,63,62,CDM
51,55,85,25,59,40,RM
21,43,58,60,38,64,CB
53,59,72,52,62,63,CAM
56,48,86,21,65,46,RM
37,43,60,60,59,53,LB
59,57,61,18,59,62,GK
61,38,58,17,61,55,ST
51,53,63,64,59,61,CB
59,56,76,29,64,57,RM
37,53,70,61,62,61,CB
48,58,66,59,59,65,CDM
31,36,56,60,50,70,CB
57,56,62,26,62,57,GK
49,53,81,34,59,55,LM
58,48,72,36,57,68,ST
33,44,72,56,55,66,RB
54,55,74,47,61,55,CAM
29,50,60,59,60,57,CB
64,44,56,23,54,63,ST
33,48,67,60,44,61,CB
37,53,75,55,51,61,LB
22,39,59,58,40,74,CB
57,50,75,33,63,55,ST
43,54,63,56,61,59,CDM
53,56,60,58,54,70,RB
44,54,79,53,59,60,LWB
63,47,61,32,57,58,ST
62,54,75,26,64,59,LW
36,44,60,60,41,65,CB
44,53,73,31,67,53,RM
52,63,67,46,64,43,RM
60,51,73,33,59,66,ST
54,62,64,50,62,47,CAM
47,62,66,50,64,60,CAM
46,60,40,58,65,73,CDM
53,57,65,58,59,70,CDM
48,49,68,59,51,60,LB
30,54,72,58,59,60,CDM
54,61,71,54,62,63,RM
38,50,62,58,49,55,LB
55,58,77,37,64,35,CAM
52,58,71,33,69,45,RM
45,60,68,57,56,63,CDM
48,63,56,55,61,55,CM
57,58,68,54,65,59,CAM
43,55,53,59,57,59,CB
61,50,71,23,58,63,ST
42,55,64,56,63,55,LB
55,54,58,45,62,58,GK
55,46,76,26,58,60,ST
57,62,56,42,60,54,CAM
30,47,76,60,58,69,CB
47,58,63,38,67,50,CAM
40,53,61,54,55,57,CDM
58,49,71,29,64,58,ST
41,52,62,59,53,53,RB
54,50,78,31,70,44,CAM
59,52,70,34,61,68,ST
37,48,68,56,58,67,RB
27,47,56,59,57,59,LB
30,44,64,60,47,62,CB
36,51,66,57,53,67,CB
56,53,86,40,63,62,LM
50,58,77,40,67,60,RM
56,53,70,29,67,58,CAM
52,57,66,53,58,67,CM
61,60,60,34,58,60,GK
64,58,61,24,62,61,GK
45,63,61,49,64,44,CAM
61,54,58,25,57,68,ST
31,37,40,59,46,67,CB
54,57,66,57,48,63,CDM
38,43,52,60,39,70,CB
59,46,67,21,63,58,ST
37,53,63,58,54,65,RB
60,39,77,17,62,58,ST
41,51,69,56,56,74,CB
29,52,79,57,61,51,RB
58,51,79,22,63,41,ST
57,58,63,38,62,59,GK
46,53,42,60,52,70,CB
27,38,53,61,38,62,CB
55,58,75,56,63,60,CAM
51,53,68,25,63,53,LM
57,57,62,50,61,59,GK
54,52,84,48,62,56,RM
60,57,59,29,63,59,GK
53,53,64,33,63,53,RM
60,47,61,24,56,54,ST
53,58,63,33,67,43,CAM
46,53,61,56,59,65,CDM
56,54,66,54,60,51,CAM
59,55,58,34,63,58,GK
61,62,64,31,62,49,RW
55,57,71,52,65,66,CAM
61,56,59,37,59,63,GK
60,54,67,23,55,64,ST
52,56,73,36,63,50,CAM
57,63,43,60,61,66,CB
59,46,78,22,59,62,ST
41,52,67,58,56,66,CB
51,58,55,59,62,71,CDM
61,58,69,45,59,53,RM
33,35,59,58,41,66,CB
49,55,58,59,59,60,CB
47,54,54,59,61,58,CDM
44,54,61,48,60,53,CAM
33,44,57,63,43,56,CB
58,45,72,19,58,61,ST
31,42,55,62,37,58,CB
55,51,82,19,61,56,RM
34,46,53,60,40,74,CB
57,54,62,25,60,62,GK
60,60,62,17,65,62,GK
51,59,66,54,64,69,CAM
49,50,75,22,69,35,RM
33,44,61,61,41,58,CB
34,34,59,60,39,67,CB
34,38,66,60,55,66,LB
56,59,65,53,62,53,CAM
45,55,80,53,57,60,RM
57,60,59,24,62,58,GK
25,39,58,59,37,74,CB
37,40,67,63,54,57,CB
44,59,68,59,56,64,CDM
55,60,61,25,60,60,GK
26,39,51,63,35,61,CB
37,59,63,54,65,56,CM
48,54,72,58,58,67,CDM
59,49,76,21,59,68,ST
33,42,69,58,56,60,RB
59,57,67,32,62,46,LM
53,57,66,37,61,60,LM
46,53,72,55,59,65,RWB
49,55,64,54,60,50,CAM
57,49,84,23,63,46,RM
58,47,75,32,58,66,ST
45,53,69,55,56,70,RB
54,60,73,47,64,52,CAM
29,44,66,58,49,68,CB
42,54,78,26,67,43,CAM
51,54,68,34,63,57,CAM
26,41,71,58,54,63,LB
50,57,64,53,62,62,CAM
39,51,67,57,53,61,RB
42,55,67,58,58,63,CDM
26,46,67,58,58,66,CB
48,57,60,61,55,59,CB
60,62,59,42,64,56,GK
49,60,68,57,62,65,CM
50,55,70,32,65,48,CAM
31,50,65,61,58,58,CDM
60,60,73,24,59,42,ST
59,59,65,57,58,56,CAM
55,57,70,44,64,66,CAM
47,59,70,56,62,64,CM
57,55,64,25,63,55,CAM
27,48,76,55,50,58,LB
37,54,74,54,63,66,LWB
57,41,60,33,56,75,ST
60,61,65,26,63,55,GK
55,61,63,44,62,57,CAM
25,41,54,60,41,66,CB
60,68,58,27,62,57,GK
28,45,72,56,55,59,LB
55,51,85,31,63,56,RM
53,56,72,33,61,44,LM
27,40,58,61,42,59,CB
50,56,64,53,55,64,CM
54,58,71,48,67,59,CAM
50,58,71,54,63,61,CAM
31,54,60,59,60,53,CB
52,55,72,45,62,53,RM
37,47,63,58,57,58,LB
59,58,61,32,61,57,GK
62,50,74,26,63,47,ST
45,60,65,53,69,46,CAM
26,34,59,63,35,61,CB
38,47,70,56,50,62,RB
50,58,70,38,64,60,CAM
39,49,49,60,49,67,CB
60,47,66,23,58,65,ST
61,62,62,27,64,63,GK
34,49,55,60,45,62,CB
54,55,68,56,57,66,CB
49,50,69,56,60,55,LB
59,58,60,23,60,62,GK
29,47,63,56,49,74,CB
48,62,65,46,63,49,CAM
61,57,58,22,62,62,GK
58,50,67,32,60,60,ST
59,47,74,23,60,54,ST
46,60,65,48,65,59,CAM
60,62,62,21,60,58,GK
52,56,67,51,63,66,CAM
56,56,76,49,62,56,CAM
42,52,79,53,56,57,LB
59,42,56,25,54,76,ST
46,52,77,53,57,58,LB
61,54,74,42,63,57,LM
38,52,62,57,54,68,RB
51,51,82,22,66,46,LM
60,60,63,50,65,60,GK
58,53,67,29,66,42,CAM
60,38,56,26,54,73,ST
52,55,80,24,59,49,LM
59,54,67,22,68,51,CAM
54,58,63,49,63,56,CAM
59,49,72,30,55,62,ST
37,54,61,54,57,64,CDM
58,46,86,26,60,56,ST
60,61,53,48,62,71,CM
37,51,68,54,58,70,LWB
49,58,61,54,57,62,CDM
26,32,45,61,34,64,CB
50,54,63,57,60,65,CDM
51,57,40,59,56,76,CM
21,36,55,60,41,65,CB
62,56,35,31,51,67,ST
60,45,74,20,62,50,ST
56,55,66,31,61,50,RM
58,44,66,22,64,63,ST
55,63,62,54,61,61,CM
52,55,68,25,65,39,RM
46,55,64,59,60,59,CDM
46,57,69,54,58,64,RWB
32,47,71,55,56,58,RB
29,50,63,60,47,68,CB
55,56,74,54,60,63,RM
52,52,79,47,66,51,RM
60,50,58,26,57,70,ST
63,49,59,23,64,38,ST
46,58,64,58,60,57,CM
24,38,63,60,40,64,CB
28,47,57,59,40,65,CB
34,49,68,60,56,70,CB
54,60,65,50,63,59,CAM
49,51,76,39,69,41,CAM
47,61,65,41,65,48,RM
27,51,63,60,40,64,CB
46,52,68,23,67,50,LM
61,52,58,21,61,62,GK
58,52,79,25,61,58,RM
62,46,57,23,58,63,ST
32,55,63,56,60,51,RWB
59,44,75,20,62,51,ST
57,58,69,29,61,38,RM
47,59,65,59,61,58,CM
42,50,58,57,50,76,CB
54,60,60,41,61,46,CAM
45,59,67,56,63,54,CM
36,55,68,58,60,66,CDM
59,54,60,15,64,58,GK
26,38,60,60,45,70,CB
60,42,76,21,55,65,ST
61,55,75,35,65,51,CAM
50,59,69,41,63,51,CAM
34,48,76,56,55,73,CB
43,57,75,46,61,45,RM
45,59,70,48,62,53,CAM
27,48,50,60,42,65,CB
57,50,71,46,64,56,LW
47,53,70,56,57,58,RWB
44,57,62,60,56,64,CDM
50,61,66,59,64,52,CAM
49,55,79,53,64,54,RM
58,43,68,25,59,67,ST
62,45,71,24,62,49,ST
22,29,69,59,32,67,CB
24,35,65,61,45,60,CB
56,60,62,55,62,73,CM
62,42,66,25,57,51,ST
60,49,76,28,63,55,ST
62,55,59,43,56,61,GK
36,38,59,61,61,52,RB
40,50,74,54,61,54,LB
59,61,65,44,67,48,CAM
55,49,70,20,67,49,ST
49,58,67,52,65,60,RM
60,44,71,21,54,57,ST
64,50,74,22,63,49,ST
51,58,68,36,67,48,CAM
58,62,59,53,60,59,GK
24,46,63,60,52,70,CB
49,61,60,52,66,56,CAM
58,54,72,32,63,57,CAM
65,50,64,27,66,48,GK
53,54,70,32,66,57,RM
30,50,74,56,57,66,RWB
57,59,67,33,58,64,CAM
59,44,75,19,61,55,ST
33,38,60,64,48,58,CB
56,58,59,38,63,58,GK
52,54,81,50,61,49,LM
48,54,58,58,57,70,CB
46,55,57,60,62,71,CDM
58,53,73,29,62,61,ST
29,51,32,63,48,54,CB
41,51,83,50,64,58,RM
31,43,58,60,37,69,CB
32,35,60,62,42,62,CB
59,58,60,57,63,59,GK
34,56,59,59,54,57,CDM
31,49,77,54,54,64,RB
25,46,59,62,51,63,CB
58,59,63,33,65,56,GK
33,47,57,61,48,57,CB
34,41,58,61,43,65,CB
47,53,69,55,55,74,CDM
59,57,61,26,58,60,GK
59,50,64,27,59,70,ST
62,59,60,19,60,58,GK
49,54,69,41,62,54,LM
37,45,60,61,46,64,CB
54,58,69,51,67,59,RM
50,55,56,57,56,66,LB
51,55,72,41,67,52,CAM
53,59,75,38,64,45,CAM
59,54,60,36,58,57,GK
58,53,87,28,63,59,RM
48,60,63,60,60,58,CDM
23,36,52,63,30,72,CB
33,49,74,56,57,59,RB
32,50,71,56,57,55,LB
55,57,68,58,61,61,CDM
58,47,68,26,59,69,ST
40,56,67,56,61,62,CM
60,65,58,48,59,64,GK
53,64,65,48,62,53,CAM
57,55,61,48,63,58,GK
61,59,57,47,62,60,GK
36,42,64,61,54,59,RB
35,40,63,61,63,56,RB
61,54,74,33,64,57,ST
60,52,60,36,62,59,GK
40,52,64,55,57,75,CDM
24,37,50,60,46,72,CB
60,58,61,51,60,58,GK
31,32,52,65,36,57,CB
28,40,72,59,40,60,LB
51,54,72,29,68,40,RM
48,62,67,50,63,62,LM
56,59,83,52,63,73,RM
59,59,64,33,59,57,GK
54,51,85,44,62,68,RM
48,46,65,58,56,66,LB
29,43,58,57,38,76,CB
56,52,77,40,65,46,ST
44,55,70,35,70,33,CAM
46,53,71,58,51,67,CB
60,49,73,41,58,77,ST
60,54,60,24,61,63,GK
51,58,63,50,63,64,CAM
41,52,75,53,59,62,RB
34,51,55,58,58,63,CDM
57,58,59,50,62,58,GK
35,46,54,59,43,67,CB
50,58,75,42,61,49,LM
54,56,64,46,60,58,GK
31,56,62,57,54,52,CDM
53,52,72,33,63,44,LW
53,60,73,45,63,56,CAM
44,57,56,59,59,54,CDM
52,56,62,51,64,51,CAM
34,43,64,59,55,68,CB
40,49,69,54,63,56,LB
47,60,57,57,62,57,CM
54,58,67,31,61,64,CAM
42,50,76,54,64,44,RM
44,57,51,60,56,52,CB
62,44,55,20,56,61,ST
49,56,51,54,59,63,CM
48,54,75,23,63,53,RM
61,59,60,37,63,58,GK
49,57,64,48,60,66,CM
48,59,64,49,65,42,CAM
55,55,71,36,67,43,CAM
52,57,73,54,61,58,CAM
58,64,57,29,60,62,GK
52,50,79,40,66,67,RM
53,55,73,41,60,50,LM
34,48,74,57,50,70,RB
24,39,74,57,34,76,CB
52,53,86,25,61,42,RM
44,60,64,56,60,69,CDM
32,50,71,56,51,60,LB
32,41,61,61,38,62,CB
57,49,73,29,60,67,ST
30,48,77,56,58,58,RB
58,51,74,34,63,55,LM
29,47,64,61,49,66,CB
24,40,55,60,36,62,CB
31,38,59,58,47,70,CB
62,49,66,23,65,48,CAM
57,57,51,58,58,67,CDM
64,48,76,24,64,46,ST
53,58,65,41,64,54,CAM
36,49,71,58,58,69,CB
58,54,78,17,61,57,ST
60,53,54,38,53,64,ST
48,54,66,30,62,44,RM
32,51,71,56,56,61,RB
59,63,70,57,64,44,LM
29,40,62,60,46,66,CB
58,57,56,55,59,57,GK
57,47,78,29,60,64,ST
46,56,73,34,63,52,LM
56,49,71,23,64,58,ST
56,52,68,19,62,55,ST
59,46,79,21,64,46,ST
43,57,67,59,64,59,CDM
60,48,45,27,57,67,ST
51,61,65,52,62,58,CM
47,54,47,55,56,73,CDM
59,43,84,21,66,48,ST
52,60,56,55,62,64,CM
47,54,72,57,62,67,CDM
45,58,65,54,57,55,CM
61,55,58,38,60,62,GK
54,59,66,34,62,49,CAM
53,53,73,25,64,48,CAM
60,55,73,34,62,50,ST
51,53,80,33,62,45,LM
63,56,60,24,56,60,GK
41,51,53,58,53,71,CB
60,42,73,19,64,46,ST
57,53,66,36,62,69,ST
57,59,62,20,64,54,GK
57,51,76,21,63,59,ST
38,48,54,60,52,67,CB
57,53,59,35,63,53,CAM
62,46,60,20,57,66,ST
37,57,63,59,59,51,RB
46,57,63,26,58,55,LM
30,52,74,54,55,51,LWB
59,58,64,32,67,53,GK
37,49,73,56,58,57,RB
46,52,66,60,59,63,CB
59,57,62,35,60,57,GK
37,52,64,56,54,64,RB
29,49,64,57,51,64,CB
58,47,66,31,57,77,ST
26,53,70,56,43,61,CDM
52,56,75,28,67,44,CAM
55,60,59,32,64,57,CAM
50,57,81,49,57,55,RM
48,52,73,55,60,60,LB
60,58,79,47,64,55,CAM
58,57,66,29,61,63,RM
52,58,66,44,63,54,CAM
53,55,69,57,58,67,CB
23,43,64,61,48,55,RB
42,52,41,59,51,64,CB
42,55,62,59,53,60,CDM
62,47,56,22,59,47,ST
34,45,50,57,47,75,CB
61,51,76,27,62,49,LW
54,63,62,21,62,62,GK
48,58,62,37,59,52,LM
51,57,72,38,68,58,CAM
48,56,68,59,62,56,CAM
58,50,81,29,62,66,ST
50,57,73,49,62,62,CAM
57,52,69,29,67,50,RW
32,38,46,61,38,62,CB
42,49,72,54,58,57,RB
38,50,65,56,60,53,RB
60,51,49,29,54,66,ST
37,56,72,59,62,58,CB
34,50,76,53,59,46,RWB
38,50,63,59,55,70,CB
56,58,71,37,63,61,RM
57,55,70,32,65,46,LM
59,61,62,34,60,60,GK
54,54,76,42,63,56,RM
26,39,33,63,46,59,CB
55,52,72,33,66,36,LM
59,53,61,23,61,58,GK
35,52,63,58,60,62,CDM
35,53,54,61,59,61,CB
47,59,69,41,53,51,LM
62,35,43,33,50,67,ST
25,42,66,59,40,67,CB
32,49,76,55,57,72,RB
63,46,44,26,55,67,ST
51,53,66,54,58,66,RWB
54,60,71,54,61,65,RM
59,55,61,54,60,59,GK
53,56,60,45,62,62,GK
31,42,51,61,47,64,CB
40,56,63,56,54,62,LB
59,57,60,43,64,60,GK
56,48,85,25,62,63,ST
41,52,75,58,60,66,LB
51,53,72,25,63,45,RM
30,39,66,60,41,68,CB
42,54,73,53,56,67,RWB
52,61,65,51,62,51,CAM
60,53,67,40,64,54,LM
30,53,69,54,60,61,RB
43,54,61,59,57,61,CB
50,59,62,43,67,52,CAM
51,56,75,29,64,40,RM
33,52,66,57,63,66,CB
33,55,65,55,56,62,LWB
29,42,61,59,46,64,CB
58,59,67,52,62,63,CAM
53,49,90,24,66,63,RM
45,43,53,56,37,79,CB
58,46,67,27,53,72,ST
48,54,47,58,61,60,CM
56,56,61,57,62,58,CAM
59,50,86,29,61,60,RW
60,60,58,33,65,41,RM
24,37,54,61,32,66,CB
47,58,71,45,66,53,CAM
58,49,67,31,63,54,ST
58,57,61,45,61,59,GK
54,56,60,26,63,58,GK
51,59,67,54,62,62,RM
57,53,62,40,66,54,GK
38,55,70,56,55,60,RB
54,57,70,53,59,55,LM
59,63,66,33,65,58,GK
33,51,67,56,57,56,LB
48,62,58,46,65,55,CAM
60,57,71,35,63,50,CAM
60,41,82,23,62,54,ST
62,62,58,38,61,59,GK
55,56,59,56,64,61,CAM
61,61,62,34,62,60,GK
59,62,65,33,59,60,GK
60,50,59,34,62,55,GK
33,48,55,60,50,65,CB
47,59,66,53,62,68,CM
45,59,60,54,60,63,CAM
62,51,79,28,61,59,ST
48,53,74,54,64,47,LWB
49,50,88,30,62,44,RM
35,49,69,58,49,72,RB
31,48,77,56,50,59,RWB
60,57,60,42,60,58,GK
43,57,67,53,61,54,CM
55,48,82,31,61,47,RM
64,41,60,24,56,53,ST
61,57,59,24,64,54,GK
58,57,67,30,62,42,CAM
53,59,47,44,63,64,CAM
31,41,65,60,57,53,RB
60,55,66,25,65,54,CAM
60,48,69,24,64,64,ST
43,52,75,46,63,52,RM
58,50,79,25,64,58,ST
48,63,68,45,64,51,CAM
62,58,65,18,62,59,GK
58,45,74,21,61,60,ST
56,60,65,44,62,60,CAM
47,57,72,34,66,59,CAM
60,52,66,25,58,66,ST
44,52,65,56,55,67,CDM
56,57,60,35,60,54,GK
31,44,76,60,51,58,CB
54,58,45,60,52,66,CB
30,44,32,61,47,72,CB
60,53,73,30,63,52,ST
59,45,74,23,56,55,ST
34,47,68,57,54,59,LB
58,58,62,50,60,55,CM
57,56,60,41,60,61,GK
51,55,66,54,57,67,RB
28,46,69,58,52,67,CB
29,36,61,61,36,65,CB
27,46,76,55,50,53,LB
50,55,61,36,66,49,CAM
44,57,68,42,59,54,LM
43,55,72,55,61,50,RM
29,36,59,62,40,55,CB
50,64,63,44,59,49,CAM
51,56,69,47,59,52,LM
54,57,60,22,63,58,GK
59,56,78,50,60,62,LM
36,37,58,62,58,50,LB
29,47,61,57,56,63,CB
38,52,69,55,57,56,LB
50,60,66,49,56,58,CM
49,52,82,23,62,41,RM
58,49,69,28,58,65,ST
35,49,62,58,45,64,CB
53,53,66,57,68,50,RM
42,57,56,55,60,58,CM
44,56,53,55,52,62,CDM
49,56,63,23,55,47,RM
43,56,76,51,57,66,RM
56,51,72,30,62,48,RM
33,46,84,53,53,64,RB
55,58,68,61,58,63,CM
32,33,63,61,38,57,CB
57,57,62,32,61,56,GK
48,48,66,57,55,57,RB
53,47,59,59,49,62,CB
37,46,60,56,61,55,LWB
35,48,63,60,48,64,CB
45,60,66,35,63,49,CAM
33,42,66,59,47,68,CB
33,42,68,58,58,66,CB
57,55,64,40,62,49,LW
50,55,57,57,60,58,LB
59,56,61,52,60,56,GK
33,49,73,54,56,65,LB
56,53,66,49,62,66,RM
32,30,56,60,32,69,CB
48,54,71,33,65,43,LM
34,38,63,57,58,66,CB
57,50,77,25,66,52,CAM
57,60,60,51,63,56,GK
50,57,63,54,62,51,CAM
24,43,55,61,51,61,CB
60,57,62,28,63,58,GK
61,50,70,20,62,46,CAM
37,46,71,57,53,66,CB
56,46,67,19,59,64,ST
52,57,73,34,61,34,LM
31,38,55,59,42,65,CB
42,57,64,59,61,52,CDM
61,43,74,26,64,46,ST
45,51,76,57,52,70,CB
51,59,67,37,62,57,CAM
55,49,68,45,59,63,ST
58,41,86,34,59,67,ST
49,52,78,27,64,44,LM
58,64,62,24,61,53,GK
51,53,68,33,57,43,CAM
60,40,58,28,56,59,ST
58,53,84,23,61,61,ST
52,51,62,45,59,60,GK
28,46,71,56,56,55,RWB
35,46,67,57,55,67,CB
58,56,60,24,60,55,GK
57,60,64,47,62,51,CAM
57,48,71,20,59,58,ST
56,41,73,20,60,57,ST
42,57,60,54,61,61,CM
52,59,67,48,60,54,CAM
52,54,64,44,63,56,GK
56,58,71,47,59,56,RM
34,37,63,60,54,56,RB
50,58,66,48,70,45,CAM
24,41,70,58,35,69,CB
30,45,66,55,53,56,RB
35,47,60,60,44,61,CB
57,52,65,60,59,50,CAM
53,53,72,30,63,46,RM
29,54,61,53,55,57,CDM
56,48,69,20,59,57,ST
28,37,57,59,48,63,CB
55,55,69,30,60,57,LM
58,53,76,29,62,44,RM
30,42,59,58,40,70,CB
53,60,63,54,58,55,CAM
29,46,61,59,54,59,CDM
59,40,75,18,55,55,ST
52,60,67,52,60,62,CAM
58,60,54,40,63,59,GK
50,58,65,37,62,56,CAM
52,53,70,24,58,54,GK
52,47,76,34,66,58,RM
48,59,71,34,67,56,LM
55,42,77,30,62,59,ST
31,48,45,56,54,64,CDM
57,61,61,33,63,59,GK
60,47,69,24,59,51,ST
40,55,60,54,60,62,CDM
50,56,70,42,61,47,CAM
59,60,57,34,58,57,GK
55,60,62,47,62,53,GK
46,55,66,56,56,66,CDM
60,44,63,36,56,67,ST
37,48,63,60,48,71,CB
33,48,72,54,55,56,RB
55,58,36,54,60,44,CAM
59,44,78,38,61,60,ST
45,55,73,37,63,56,CAM
50,52,67,42,64,53,LM
28,38,49,59,41,69,CB
57,58,58,23,60,55,GK
45,56,66,57,60,66,CDM
58,62,59,22,60,59,GK
26,37,58,62,36,63,CB
53,52,72,28,64,46,CAM
59,48,65,21,55,62,ST
52,49,75,54,61,60,LM
53,53,66,30,62,69,LM
50,53,79,39,59,60,RM
57,43,74,23,61,61,ST
48,55,68,50,64,46,CAM
26,51,62,59,42,60,CB
44,49,34,57,49,68,CB
46,56,65,29,61,54,RM
57,57,73,32,61,46,CAM
58,46,80,23,58,56,ST
56,55,66,41,60,55,ST
51,58,53,57,55,69,CB
56,43,76,24,59,69,ST
48,55,66,59,60,66,CB
56,56,71,47,58,59,RM
30,49,70,53,55,68,RB
49,55,84,50,63,54,LM
55,50,80,25,63,71,RM
28,41,55,63,43,54,CB
40,61,61,60,60,60,CDM
48,58,60,58,57,58,CDM
31,39,66,57,50,71,CB
32,44,59,58,48,66,CB
57,45,72,25,61,72,ST
58,61,60,25,62,60,GK
33,38,63,62,38,50,CB
63,44,75,17,65,43,ST
43,59,66,49,59,56,CM
59,42,65,24,57,49,ST
58,39,76,20,62,51,ST
44,44,79,52,54,61,RB
59,53,58,45,58,60,GK
59,44,54,19,58,67,ST
44,55,76,53,67,51,CAM
54,54,62,38,59,49,CAM
32,37,62,62,40,58,CB
62,47,77,21,53,48,ST
29,43,61,60,45,59,CB
57,59,62,30,62,57,GK
33,45,64,59,53,62,LB
56,47,74,21,63,56,ST
33,39,64,61,57,61,CB
58,50,72,19,58,56,ST
50,57,70,41,63,57,CAM
54,53,78,56,62,70,RM
57,63,62,27,60,56,GK
29,34,61,58,38,66,CB
61,60,70,25,54,55,ST
36,48,76,53,54,58,RB
64,55,66,22,60,45,ST
55,54,75,24,61,60,LM
53,54,70,21,61,46,CAM
56,59,59,49,59,62,GK
59,56,61,36,61,57,GK
40,53,54,58,56,63,CB
33,43,53,60,43,61,CB
36,47,67,56,56,63,RB
64,64,56,19,61,57,GK
31,39,62,60,41,69,CB
31,39,62,60,46,63,CB
51,55,69,34,61,49,CAM
30,45,59,59,52,64,CB
56,54,61,41,60,58,GK
57,51,71,31,60,63,ST
50,62,63,49,61,50,CAM
58,45,71,20,57,64,ST
55,60,67,53,58,64,RM
52,60,67,52,60,60,RM
46,60,62,40,63,41,CAM
28,40,61,58,42,67,CB
35,45,74,55,54,61,LB
56,62,60,23,61,56,GK
26,39,61,60,42,62,CB
48,59,66,50,64,60,CAM
58,57,57,31,59,60,GK
32,43,70,58,60,57,RB
50,58,69,49,59,59,RM
58,48,72,18,56,53,ST
23,40,71,56,60,56,LB
45,60,74,49,62,59,RM
60,53,70,40,64,56,ST
58,48,68,26,59,59,ST
50,58,62,54,61,57,CM
54,52,64,28,62,51,RW
57,54,73,38,60,64,CAM
52,58,72,35,54,49,CAM
46,56,59,58,57,61,CDM
45,52,76,55,58,59,RB
57,58,54,27,62,59,GK
32,44,65,56,59,52,LB
56,51,72,27,65,48,LW
55,53,64,24,61,44,RM
58,49,69,24,58,55,ST
26,51,69,58,56,66,CB
